,http://127.0.0.1:8000/sample/one,http://127.0.0.1:8000/sample/two,http://127.0.0.1:8000/sample/nine,http://127.0.0.1:8000/sample/five,http://127.0.0.1:8000/sample/six,http://127.0.0.1:8000/sample/three,http://127.0.0.1:8000/sample/eight,http://127.0.0.1:8000/sample/seven,http://127.0.0.1:8000/sample/four,http://127.0.0.1:8000/sample/ten
level,0.0,0.0,0.0,0.10410238352788946,0.0,0.0,0.0,0.0,0.18475291089704585,0.08077225275799554
library,0.0,0.0,0.0,0.0,0.0,0.0,0.11809404930605168,0.0,0.05279367565255019,0.0
line,0.0,0.0,0.0,0.0,0.0,0.0,0.13891924429044444,0.0,0.0,0.0
linguistics,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
lisp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.04616180706573759
log,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
logic,0.06769374300129932,0.0,0.0,0.0,0.4186467472055139,0.0,0.0,0.0,0.0,0.0
logical,0.0,0.0,0.0,0.0,0.14070647224017832,0.0,0.0,0.0,0.0,0.0
logik,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
loom,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
lowest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
machine,0.0776338264141096,0.1046253687805634,0.11099906007625661,0.0,0.0,0.1466198023666203,0.0677174323496142,0.0,0.18163754298359083,0.05294016193836856
macro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
mainly,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
maintenance,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
majority,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
management,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manipulation,0.0,0.0,0.0,0.0,0.0,0.0,0.13891924429044444,0.0,0.0,0.0
manual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
many,0.0,0.0,0.0,0.10410238352788946,0.0,0.05592546047493713,0.0,0.0,0.04618822772426146,0.0
mathematics,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
may,0.0,0.05761084953153035,0.12224091007232829,0.0,0.0,0.0,0.1491515433102095,0.1377188331162835,0.10001678636901029,0.1457546931090386
meaning,0.0,0.0,0.08467715065564854,0.0,0.05232377622330805,0.05592546047493713,0.0,0.0,0.0,0.0
medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10904194691824569,0.05279367565255019,0.0
memory,0.0,0.0,0.0,0.11899022199853543,0.0,0.0,0.0,0.0,0.0,0.09232361413147518
method,0.0,0.0,0.0,0.0,0.0,0.0,0.13891924429044444,0.0,0.0,0.0
mid,0.0,0.0,0.0,0.0,0.14070647224017832,0.0,0.0,0.0,0.0,0.0
might,0.05922402595774957,0.15962978620806592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04038612637899777
mnemonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
mobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25654171316598584,0.0,0.0
mode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16290651536643377
modification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
modify,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitoring,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
more,0.0,0.0,0.0,0.0,0.14070647224017832,0.0,0.0,0.0,0.0,0.0
most,0.0,0.07981489310403296,0.0,0.0,0.0,0.05592546047493713,0.0,0.0,0.0,0.04038612637899777
mostly,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
much,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
multiple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242070632358489,0.0
music,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
must,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
name,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
natural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
needed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
neither,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
non,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
noun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
numeric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
numerical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
object,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
observable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
offer,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
often,0.20308122900389797,0.09122934103323312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0.04274824303349165,0.0,0.0,0.0,0.03776760303360163,0.04036731947010966,0.0,0.06885941655814175,0.0333389287896701,0.05830187724361544
online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
opcode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
operating,0.06769374300129932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.0
operation,0.0,0.0,0.0,0.08311915372997027,0.0,0.0446529348234407,0.0,0.1523398174519664,0.0368783717588872,0.06449152331184821
optimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
optimize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
order,0.0,0.0,0.08467715065564854,0.0,0.0,0.0,0.0,0.0,0.04618822772426146,0.04038612637899777
original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
output,0.0,0.0,0.0,0.0,0.0,0.06392344470672275,0.0,0.0,0.05279367565255019,0.0
overall,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
paradox,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
part,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
particular,0.0,0.0,0.08467715065564854,0.0,0.0,0.0,0.0,0.0,0.04618822772426146,0.04038612637899777
pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
past,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
perform,0.0526544030277668,0.0,0.0,0.0,0.0,0.04972174194070405,0.09185740648470947,0.0,0.0,0.07181232078370098
performance,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
performed,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
performing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.04616180706573759
performs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
perhaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
perl,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
personal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
philosophy,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
physical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
piano,0.0,0.0,0.0,0.0,0.0,0.15039194071643835,0.0,0.0,0.0,0.0
pipeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
plain,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
player,0.0,0.0,0.0,0.0,0.0,0.1278468894134455,0.0,0.10904194691824569,0.0,0.0
please,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
possessed,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
possible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
practice,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preceding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
premise,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
prevent,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
principal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
problem,0.05922402595774957,0.0,0.08467715065564854,0.10410238352788946,0.0,0.0,0.0,0.0,0.0,0.0
process,0.23689610383099827,0.0,0.16935430131129708,0.10410238352788946,0.0,0.0,0.0,0.0,0.0,0.0
processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
processing,0.06769374300129932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10558735130510039,0.0
processor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09539881839073042,0.2309411386213073,0.04038612637899777
produce,0.0,0.0,0.0,0.0,0.0,0.15039194071643835,0.0,0.0,0.0,0.0
produced,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proficient,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling,0.06769374300129932,0.0,0.0,0.11899022199853543,0.0,0.0,0.0,0.0,0.0,0.0
program,0.09674187083121612,0.0869179014677383,0.23053217109691898,0.11336682118010122,0.0,0.060902464114844006,0.3375390030857662,0.1038886951363365,0.05029868073711626,0.04398022996407401
programmable,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
programmer,0.1053088060555336,0.14192231889524082,0.0,0.0,0.0,0.0,0.09185740648470947,0.0,0.04106464426222112,0.0
programming,0.3105353056564384,0.0523126843902817,0.0,0.1364626305186486,0.0,0.32989455532489564,0.0677174323496142,0.0,0.06054584766119694,0.05294016193836856
project,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
property,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
proposition,0.0,0.0,0.0,0.0,0.14070647224017832,0.0,0.0,0.0,0.0,0.0
proprietary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
provided,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
published,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
purpose,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rather,0.06769374300129932,0.0,0.0,0.0,0.0,0.06392344470672275,0.0,0.0,0.0,0.0
read,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
readable,0.0,0.09122934103323312,0.0,0.0,0.0,0.0,0.11809404930605168,0.0,0.0,0.0
realistically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
rearrangement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
reason,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
recently,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
reference,0.0,0.0,0.0,0.0,0.0,0.06392344470672275,0.0,0.0,0.0,0.04616180706573759
referred,0.06769374300129932,0.0,0.0,0.0,0.0,0.0,0.11809404930605168,0.0,0.0,0.0
refers,0.0,0.0,0.09678695735165097,0.0,0.0,0.0,0.0,0.10904194691824569,0.0,0.0
register,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
related,0.1053088060555336,0.0,0.07528405483690402,0.0,0.0,0.0,0.09185740648470947,0.0,0.04106464426222112,0.0
relating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25654171316598584,0.0,0.0
relation,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
relative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
remains,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
replaced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
representation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
require,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
requires,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserved,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
resolving,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
resource,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
response,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
result,0.06769374300129932,0.0,0.0,0.0,0.0,0.06392344470672275,0.0,0.0,0.0,0.0
reverse,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
rival,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
rule,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
run,0.0,0.0,0.3415643138195063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
scheduling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
science,0.0,0.0,0.0,0.0,0.11961335634443256,0.0,0.0,0.0,0.05279367565255019,0.0
scope,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
screen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
scroll,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
see,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
semantics,0.0,0.0,0.08467715065564854,0.0,0.05232377622330805,0.05592546047493713,0.0,0.0,0.0,0.0
semi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
sensible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
separately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827085658299292,0.0,0.0
sequence,0.05922402595774957,0.0,0.0,0.0,0.0,0.05592546047493713,0.0,0.0,0.0,0.04038612637899777
server,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
session,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
set,0.0,0.0,0.0,0.0,0.05232377622330805,0.11185092094987426,0.0,0.0,0.0,0.08077225275799554
several,0.06769374300129932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09232361413147518
short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10904194691824569,0.0,0.09232361413147518
signifying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
similar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
simple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10860434357762253
simply,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
since,0.0,0.0,0.0,0.0,0.15697132866992414,0.05592546047493713,0.0,0.0,0.0,0.04038612637899777
single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
sizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
smartphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
software,0.11645073962116438,0.0523126843902817,0.055499530038128304,0.2046939457779729,0.0,0.0,0.20315229704884263,0.25010712079387165,0.2119104668141893,0.0
solved,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solving,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
some,0.0,0.0,0.0,0.0,0.0,0.1278468894134455,0.0,0.0,0.0,0.04616180706573759
source,0.1053088060555336,0.42576695668572245,0.0,0.0,0.0,0.0,0.09185740648470947,0.08481638576043074,0.0,0.0
special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
specialized,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specially,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specific,0.0854964860669833,0.0,0.18336136510849244,0.0,0.0,0.04036731947010966,0.07457577165510475,0.06885941655814175,0.0,0.02915093862180772
specification,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
specified,0.0,0.0,0.0,0.0,0.0,0.15039194071643835,0.0,0.0,0.0,0.0
specify,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speedcode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
split,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
standard,0.0,0.0,0.0,0.0,0.0,0.15039194071643835,0.0,0.0,0.0,0.0
starting,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18631059485377335,0.0
step,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
stored,0.0,0.09122934103323312,0.0,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.0
strength,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
string,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
strong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
strongly,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
studied,0.0,0.0,0.0,0.0,0.14070647224017832,0.0,0.0,0.0,0.0,0.0
study,0.0,0.09122934103323312,0.0,0.0,0.4186467472055139,0.0,0.0,0.0,0.0,0.0
subject,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subroutine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
substitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
symbolic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10860434357762253
synonymously,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syntactic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10860434357762253
syntax,0.0,0.0,0.0,0.0,0.05232377622330805,0.05592546047493713,0.0,0.0,0.0,0.2423167582739866
system,0.0854964860669833,0.05761084953153035,0.0,0.15028340000359808,0.0,0.0,0.07457577165510475,0.1377188331162835,0.10001678636901029,0.0
systematic,0.0,0.0,0.0,0.0,0.21105970836026747,0.0,0.0,0.0,0.0,0.0
tactic,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
taken,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
task,0.23689610383099827,0.0,0.0,0.0,0.0,0.0,0.10331833832002933,0.09539881839073042,0.0,0.0
tasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
technique,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tedious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
tell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
term,0.13538748600259864,0.0,0.09678695735165097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing,0.06769374300129932,0.0,0.0,0.23798044399707086,0.0,0.0,0.0,0.0,0.0,0.0
text,0.0,0.09122934103323312,0.0,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.0
textual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
the,0.06449458055414407,0.13037685220160747,0.0461064342193838,0.0,0.22792101320086477,0.060902464114844006,0.056256500514294365,0.1038886951363365,0.05029868073711626,0.04398022996407401
there,0.0,0.0,0.0,0.0,0.05232377622330805,0.05592546047493713,0.0,0.0,0.0,0.08077225275799554
these,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
they,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.04616180706573759
thousand,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
thus,0.06769374300129932,0.09122934103323312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
together,0.0,0.0,0.09678695735165097,0.0,0.0,0.0,0.0,0.0,0.05279367565255019,0.0
tool,0.0,0.0,0.0,0.13997345179645462,0.0,0.0,0.0,0.0,0.0,0.0
transformed,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242070632358489,0.0
translating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
translator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
treated,0.0,0.0,0.0,0.0,0.0,0.07519597035821918,0.0,0.0,0.0,0.0
truth,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
two,0.0,0.0,0.0,0.0,0.0,0.06392344470672275,0.0,0.0,0.05279367565255019,0.0
type,0.0,0.0,0.09678695735165097,0.0,0.0,0.0,0.0,0.0,0.0,0.04616180706573759
typically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09539881839073042,0.04618822772426146,0.04038612637899777
ubiquitous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
underlying,0.0,0.0,0.0,0.0,0.0,0.0,0.13891924429044444,0.0,0.0,0.0
understand,0.07963113870844434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unit,0.05922402595774957,0.0,0.0,0.10410238352788946,0.0,0.0,0.0,0.0,0.1385646831727844,0.0
universal,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
unless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
update,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
use,0.0,0.0,0.0,0.0,0.0,0.1278468894134455,0.0,0.0,0.0,0.04616180706573759
used,0.0776338264141096,0.0,0.055499530038128304,0.0,0.0,0.07330990118331016,0.0677174323496142,0.06252678019846791,0.03027292383059847,0.02647008096918428
useful,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user,0.0,0.07096115944762041,0.15056810967380804,0.0,0.0,0.0,0.0,0.08481638576043074,0.08212928852444223,0.0
using,0.0,0.09122934103323312,0.0,0.0,0.0,0.0,0.0,0.0,0.10558735130510039,0.0
usually,0.0,0.07981489310403296,0.0,0.0,0.0,0.05592546047493713,0.10331833832002933,0.0,0.0,0.0
utility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25654171316598584,0.0,0.0
vaishnav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
valid,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
validity,0.0,0.0,0.0,0.0,0.07035323612008916,0.0,0.0,0.0,0.0,0.0
value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242070632358489,0.0
variation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
various,0.0,0.0,0.0,0.0,0.0,0.06392344470672275,0.0,0.0,0.0,0.04616180706573759
vendor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
virtual,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210353161792445,0.0
well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10860434357762253
whereas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05430217178881126
whose,0.0,0.0,0.11385477127316877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wish,0.0,0.10731710181778423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
